Interactor 1,Interactor 2,is_directed,BIOGRID,pathway,complex,Confidence
INSR,SHC4,1.0,False,True,False,1.0
MAPK3,FGF13,-1.0,False,True,False,1.0
FGF13,MAPK3,1.0,False,True,False,1.0
CD8B,JUN,1.0,False,True,False,1.0
MAPK3,TERT,1.0,False,True,True,1.0
UBE3C,CDK2,1.0,False,True,False,1.0
GTF2H3,POLR2G,1.0,False,True,True,1.0
PRKAR2A,PPP2R5D,1.0,False,True,False,1.0
PPP2R5D,PRKAR2A,1.0,False,True,False,1.0
WNT9A,FZD7,1.0,False,True,False,1.0
CYP2B6,STAR,-1.0,False,True,False,1.0
CCNT2,SUPT4H1,1.0,False,True,True,1.0
COL6A2,ITGB5,1.0,False,True,False,1.0
PSMD3,CDC23,1.0,False,True,True,1.0
RIPK2,FASLG,-1.0,False,True,False,1.0
GRK2,GNG2,1.0,False,True,False,1.0
MAX,BCAT1,1.0,False,True,False,1.0
SCGB1A1,PTGFR,-1.0,False,True,False,1.0
TNFSF10,PIK3CD,1.0,False,True,False,1.0
ZYX,PIK3CA,1.0,False,True,True,1.0
NGF,DNAJA3,1.0,False,True,False,1.0
NOTCH1,DTX3,1.0,False,True,False,1.0
IFNG,CTSK,-1.0,False,True,False,1.0
ADRM1,ANAPC4,1.0,False,True,False,1.0
MAP3K7,UHMK1,1.0,False,False,False,1.0
PDX1,GIP,1.0,False,True,False,1.0
NFKB2,BIRC3,1.0,False,True,True,1.0
CXCR4,GNGT1,1.0,False,True,True,1.0
YES1,CDC42,1.0,True,True,True,1.0
EDNRA,ADCY9,1.0,False,True,False,1.0
PSMB7,CUL1,1.0,False,True,True,1.0
STK24,KAT5,1.0,False,False,False,1.0
RAC1,CYFIP2,-1.0,True,True,False,1.0
CTNNA1,IGF1,-1.0,False,True,True,1.0
NEK2,TRIP10,1.0,False,True,False,1.0
COL5A2,ITGA6,1.0,False,True,False,1.0
STAT6,SOCS7,1.0,False,True,False,1.0
PTH,IL11,1.0,False,True,False,1.0
NMI,BCL2L1,1.0,False,True,True,1.0
DYRK1B,GCNA,1.0,False,False,False,1.0
ITGAV,IGF1R,1.0,False,True,True,1.0
CSNK1D,YWHAG,1.0,False,True,False,1.0
CXCL10,CCR1,1.0,False,True,False,1.0
CDKN2A,AURKB,-1.0,True,True,True,1.0
MYO3A,HLCS,1.0,False,False,False,1.0
EDNRA,AKT1,1.0,False,True,True,1.0
POFUT1,CAV2,1.0,False,True,False,1.0
ACTN2,RHOA,1.0,False,True,False,1.0
RHOA,ACTN2,1.0,False,True,False,1.0
JAK2,KRAS,1.0,False,True,True,1.0
WNT9B,FZD6,1.0,False,True,False,1.0
CNTF,PRKAB1,1.0,False,True,True,1.0
UBXN1,ELOB,1.0,False,True,False,1.0
S1PR3,RAC1,1.0,False,True,True,1.0
ATP6V0A4,WNT3A,1.0,False,True,False,1.0
CLK2,HSFX1,1.0,False,False,False,1.0
TNFRSF1B,RHOA,1.0,False,True,True,1.0
DYRK4,ETF1,1.0,False,False,False,1.0
COL5A2,ITGB5,1.0,False,True,False,1.0
POLR2J,CTDP1,1.0,True,False,True,1.0
DUSP6,MAPK9,-1.0,False,True,False,1.0
PSMD6,ELOC,1.0,False,True,True,1.0
MYC,TEP1,1.0,False,False,False,1.0
PSMD3,ANAPC10,1.0,False,True,True,1.0
NUP93,GCK,1.0,False,True,False,1.0
PGR,PIK3R1,1.0,False,True,False,1.0
NUP153,HDAC4,1.0,False,True,True,1.0
MAPK1,RIPK2,-1.0,False,True,False,1.0
IFNG,CD40LG,1.0,False,True,False,1.0
TRIP12,ELOC,1.0,False,True,False,1.0
DVL3,NOTCH3,-1.0,False,True,False,1.0
KIT,PIK3CB,1.0,False,True,False,1.0
RANBP2,HDAC9,1.0,False,True,False,1.0
NUP42,GEMIN6,1.0,False,False,False,1.0
COMP,LTBP1,-1.0,False,True,False,1.0
FGF2,GSR,1.0,False,True,False,1.0
NR0B2,NFKBIA,1.0,False,True,True,1.0
KLK2,KLK3,1.0,False,True,True,1.0
SMAD4,GATA4,1.0,False,True,True,1.0
NUP42,SLBP,1.0,False,False,False,1.0
NTRK3,RIT2,1.0,False,False,False,1.0
CBLB,IFNGR2,-1.0,False,True,False,1.0
MTOR,ULK3,-1.0,False,True,False,1.0
BMP4,NCAM1,1.0,False,True,False,1.0
RPS6KB1,SHC3,1.0,False,True,False,1.0
MLST8,EIF3K,1.0,False,False,True,1.0
LAMA1,AKT1,1.0,False,True,False,1.0
PSMD8,CDC16,1.0,False,True,True,1.0
PSMC1,ANAPC10,1.0,False,True,True,1.0
ANXA1,CCR10,1.0,False,True,False,1.0
FGFR3,CHRM4,1.0,False,True,False,1.0
TNF,PTGS2,1.0,False,True,True,1.0
LRPAP1,RELN,-1.0,False,True,False,1.0
PLAT,CCND1,1.0,False,True,True,1.0
GNA11,MYT1,-1.0,False,True,False,1.0
PTK2B,MAGED1,1.0,False,True,True,1.0
PMP2,GSK3A,1.0,False,False,False,1.0
SOCS1,IL12RB1,-1.0,False,True,False,1.0
PSMD3,RBX1,1.0,False,True,True,1.0
PCSK7,VEGFC,1.0,False,False,False,1.0
GNAO1,GLI1,1.0,False,True,False,1.0
PSME2,FZR1,1.0,True,True,False,1.0
CAMK2D,TLE1,-1.0,False,True,True,1.0
NGF,MAPK8,1.0,False,True,False,1.0
SRC,FGF19,-1.0,False,True,True,1.0
PELP1,CXCR4,1.0,False,False,True,1.0
NFIC,POLR2K,1.0,False,False,False,1.0
WNK1,ASAP3,1.0,False,True,False,1.0
POU2F1,CCND1,1.0,False,True,True,1.0
SH3RF3,MAPK8,1.0,True,False,False,1.0
MYB,MAD1L1,1.0,False,True,False,1.0
PRKCD,ACTG1,1.0,False,True,True,1.0
BTLA,PDCD1,1.0,False,True,False,1.0
MAPK12,CDC25B,1.0,False,True,False,1.0
WNT4,GNG2,1.0,False,True,False,1.0
SOCS5,LEPR,-1.0,False,True,False,1.0
IL4,PIK3CG,1.0,False,True,False,1.0
PSMC2,UBE2D1,1.0,False,True,False,1.0
CEBPB,KLRC3,1.0,False,True,False,1.0
ROS1,HAMP,-1.0,False,True,False,1.0
LAMB3,ITGB8,1.0,False,True,False,1.0
FAS,CASP7,1.0,False,True,True,1.0
PRKCB,BCAR1,1.0,False,True,False,1.0
COL5A2,ITGA2,1.0,False,True,False,1.0
ILK,EIF4A2,1.0,False,True,False,1.0
PSMB6,ANAPC10,1.0,False,True,True,1.0
BUB1,UBE2A,1.0,False,True,True,1.0
MAP3K8,GRK5,1.0,False,True,False,1.0
LRBA,MMP1,1.0,False,False,False,1.0
CTLA4,CD3E,-1.0,False,True,False,1.0
TXNRD1,LGALS7B,-1.0,False,False,False,1.0
ARF1,ARPC5,1.0,False,True,True,1.0
NUP210,SNRPF,1.0,False,True,True,1.0
IGF1,RUNX2,1.0,False,True,True,1.0
NFIB,CCND2,1.0,False,True,False,1.0
EP300,VEGFA,1.0,False,True,True,1.0
IL1A,ITGA6,1.0,False,True,False,1.0
MAPK7,RIPK3,1.0,False,True,False,1.0
NUP205,RBM8A,1.0,False,True,True,1.0
RAD23B,ANAPC11,1.0,False,True,True,1.0
PSMB2,ANAPC1,1.0,False,True,True,1.0
RXRA,APOA5,1.0,False,True,False,1.0
CD247,FYB1,1.0,False,True,True,1.0
MS4A2,PLCG1,1.0,False,True,True,1.0
LAMB2,PIK3CA,1.0,False,True,True,1.0
JUN,EHHADH,-1.0,False,True,False,1.0
IL6,NOTCH3,1.0,False,True,False,1.0
PIK3CB,TIAM1,1.0,False,True,False,1.0
CTBP1,CDH1,-1.0,False,True,True,1.0
TRAF1,MAP3K1,1.0,False,True,False,1.0
CRP,CCR2,1.0,False,True,False,1.0
JUN,TIMP1,1.0,False,True,True,1.0
CNTF,BDNF,1.0,False,True,False,1.0
POMP,ANAPC2,1.0,False,True,False,1.0
PRKACG,MAPK3,-1.0,False,True,False,1.0
NFIC,C4BPB,1.0,False,False,False,1.0
TNXB,ITGA2B,1.0,False,True,False,1.0
ERCC3,POLR2E,1.0,False,True,True,1.0
PSMD11,SNCA,-1.0,False,True,True,1.0
SNCA,PSMD11,-1.0,False,True,True,1.0
ARNT,SLC2A3,1.0,False,True,False,1.0
KIR2DS4,KIR3DL1,1.0,False,True,False,1.0
MAPK13,MYC,1.0,False,True,False,1.0
CSF1,CDC42,1.0,False,True,False,1.0
GNB1,CYTH1,1.0,False,True,False,1.0
EIF5B,RPS14,1.0,False,True,False,1.0
CEACAM1,PROX1,1.0,False,True,False,1.0
SH3GL2,KIT,1.0,False,True,True,1.0
IL2RG,SMPD1,-1.0,False,True,False,1.0
CTNNA1,EPHA2,1.0,False,True,True,1.0
JAK1,IL2,-1.0,False,True,True,1.0
GPR160,EGFR,1.0,False,False,False,1.0
NEK3,HCLS1,1.0,False,True,False,1.0
PPHLN1,CDC7,-1.0,False,False,True,1.0
PARVA,AKT1,-1.0,False,True,True,1.0
RGS16,CXCL12,-1.0,False,True,False,1.0
CAMK2D,MAPK1,1.0,False,True,True,1.0
RAD23B,UBE2C,1.0,False,True,False,1.0
RAE1,SCAF11,1.0,False,True,False,1.0
RAE1,ZEB2,1.0,False,True,True,1.0
ITGA4,PTK2B,1.0,False,True,True,1.0
CSNK1E,TFAM,1.0,False,True,False,1.0
SH3BP5,CD79A,-1.0,False,False,False,1.0
TCF7L1,CCND2,-1.0,False,True,False,1.0
PSMD10,UBE2C,1.0,False,True,False,1.0
CER1,WNT5B,-1.0,False,True,False,1.0
EIF5,HBA2,1.0,False,True,False,1.0
COL5A1,ITGB7,1.0,False,True,False,1.0
CRK,RAP1B,1.0,False,True,True,1.0
RAP1B,CRK,1.0,False,True,True,1.0
NFKB1,EPCAM,-1.0,False,False,True,1.0
HSPD1,CXCL8,1.0,False,True,False,1.0
IL12B,CD3E,1.0,False,True,False,1.0
EIF5,RPS13,1.0,False,True,False,1.0
TNR,ITGB3,1.0,False,True,False,1.0
MAPK7,SARS1,1.0,False,False,False,1.0
FOXA2,GCG,-1.0,False,True,False,1.0
FGF18,PDGFRB,1.0,False,True,False,1.0
CX3CL1,CCR6,1.0,False,True,False,1.0
MAX,SFRP1,-1.0,False,True,False,1.0
PAK1,CSRP3,1.0,False,False,False,1.0
PPP2R1A,AP2S1,1.0,False,True,False,1.0
PAFAH1B1,RAC1,1.0,False,True,False,1.0
ARHGAP10,ARPC1B,1.0,False,True,True,1.0
COL1A1,PIK3CA,1.0,False,True,True,1.0
JAK1,PIK3CD,1.0,False,True,False,1.0
ADAM17,DLL1,1.0,False,True,False,1.0
FOXO1,FBP1,1.0,False,True,False,1.0
TLR3,LGALS9,-1.0,False,True,False,1.0
PPARG,SCD,1.0,False,True,False,1.0
STAT5A,PCNA,1.0,False,True,True,1.0
ERBB3,NRAS,1.0,False,True,True,1.0
PFDN4,TNF,-1.0,False,True,True,1.0
YES1,BMX,1.0,False,True,False,1.0
TGFB3,SMAD2,1.0,False,True,True,1.0
SMAD2,TGFB3,-1.0,False,True,True,1.0
AR,CDH1,-1.0,False,True,True,1.0
CXCL6,CCR5,1.0,False,True,False,1.0
HBEGF,PIK3CB,1.0,False,True,False,1.0
BMPR1A,EIF2S1,1.0,False,True,True,1.0
CSNK1D,YWHAB,1.0,False,True,False,1.0
COL6A3,ITGB3,1.0,False,True,True,1.0
MAP3K7,MAGEA6,1.0,False,False,True,1.0
PLA2G6,TP53,1.0,False,True,False,1.0
GNAZ,ADCY7,-1.0,False,True,False,1.0
EPHB3,CDC42,-1.0,False,True,False,1.0
PPP2R2B,YWHAB,-1.0,False,True,False,1.0
LYN,EFNA1,-1.0,False,True,False,1.0
PAK1,ZHX1,1.0,False,False,False,1.0
RCC1,NUP85,1.0,False,True,True,1.0
PSMA7,CDC27,1.0,False,True,True,1.0
AKT1,BMX,1.0,False,True,False,1.0
ELF4,DEFB104B,1.0,False,False,False,1.0
ELF4,DEFB4B,1.0,False,True,False,1.0
SFTPA2,SLPI,1.0,False,False,False,1.0
BDNF,CRK,1.0,False,True,False,1.0
SMARCA4,SGK1,1.0,False,True,True,1.0
COL6A1,ITGAV,1.0,True,True,False,1.0
SORT1,MAPK8,1.0,False,True,False,1.0
CLK1,ETS1,1.0,False,True,False,1.0
PTPN6,NMI,-1.0,False,True,True,1.0
PTP4A1,CDKN1A,-1.0,False,False,False,1.0
PSMC1,FZR1,1.0,True,True,False,1.0
MLST8,CLIP1,1.0,False,True,True,1.0
GTPBP1,KCNJ3,1.0,False,False,False,1.0
JAK2,CCL3,1.0,False,True,False,1.0
ITSN2,CDC42,1.0,False,False,False,1.0
TNR,ITGB1,1.0,False,True,False,1.0
PRKAR1A,STMN1,1.0,False,True,False,1.0
ZNF385A,CDKN1A,1.0,False,False,False,1.0
LRBA,TSC22D1,1.0,False,False,False,1.0
PSMB11,ANAPC11,1.0,False,False,False,1.0
GNGT2,PIK3CG,1.0,False,True,False,1.0
CD79B,SHC1,1.0,False,True,False,1.0
CYREN,POU3F3,1.0,False,False,False,1.0
MAX,SFXN3,-1.0,False,False,False,1.0
EIF1,RPS10,1.0,False,True,False,1.0
CXCL10,CXCR4,1.0,False,True,False,1.0
MAPK13,PRKACA,-1.0,False,True,False,1.0
CCL4,CXCR1,1.0,False,True,False,1.0
IL1B,PTGS2,1.0,False,True,False,1.0
RHOA,PIP5K1B,1.0,False,True,True,1.0
EIF2S2,RPS6,1.0,False,True,True,1.0
ARAF,SPAG7,1.0,False,False,False,1.0
LCK,IL2,-1.0,False,True,True,1.0
PSMD6,CDC20,1.0,False,True,True,1.0
ANGPT1,RELA,-1.0,False,True,False,1.0
FGF17,MAPK3,1.0,False,True,False,1.0
MAPK3,FGF17,-1.0,False,True,False,1.0
PSME2,CUL5,1.0,False,True,True,1.0
HTT,NFKB1,1.0,False,True,True,1.0
CXCR4,BCAR1,1.0,False,True,True,1.0
IFNA4,IFNG,1.0,False,True,False,1.0
GNG10,PIK3CB,1.0,False,True,False,1.0
AVP,PLD1,1.0,False,True,False,1.0
CXCL1,CXCR4,1.0,False,True,False,1.0
THBS4,ITGA8,1.0,False,True,False,1.0
COL6A6,ITGB6,1.0,False,False,False,1.0
PRKAR2A,CDC25C,-1.0,False,True,True,1.0
CCNB1,RAB1A,1.0,False,True,False,1.0
MAX,ODC1,1.0,False,True,True,1.0
COL2A1,ITGB8,1.0,False,True,False,1.0
CCL24,CX3CR1,1.0,False,True,False,1.0
RXRA,EHHADH,1.0,False,True,False,1.0
KITLG,CSF3,1.0,False,True,False,1.0
STAT6,CCL26,1.0,False,True,False,1.0
GATA3,CYBB,-1.0,False,True,False,1.0
MAX,ENO1,1.0,False,True,False,1.0
CDH1,VASP,1.0,True,True,True,1.0
MYC,SHMT1,1.0,False,True,True,1.0
PPP2CA,YWHAE,1.0,True,True,True,1.0
UNC5A,RAC1,1.0,False,True,False,1.0
MTOR,EIF3K,1.0,False,False,True,1.0
SOCS7,IL20RA,-1.0,False,True,False,1.0
TERF1,TEP1,-1.0,False,False,False,1.0
CDK2,ANAPC11,-1.0,False,True,True,1.0
NUP85,SMN2,1.0,False,True,False,1.0
PRKCZ,HCLS1,1.0,False,True,False,1.0
HES1,BGLAP,1.0,False,True,False,1.0
SRC,HGS,1.0,False,True,True,1.0
PRKAR1B,LPAR3,1.0,False,False,False,1.0
CENPA,CDCA8,1.0,True,False,True,1.0
CDCA8,CENPA,1.0,True,False,True,1.0
BACH1,HMOX1,-1.0,False,True,False,1.0
PLD2,SPHK2,1.0,False,True,False,1.0
PRPF4B,COPS6,1.0,False,True,True,1.0
EDNRA,RHOA,1.0,False,True,True,1.0
PTPN2,GAB1,-1.0,False,True,True,1.0
ITGAV,PI4KA,1.0,False,True,True,1.0
SOCS4,IL21R,-1.0,False,True,False,1.0
TGFBR2,NFATC4,1.0,False,True,False,1.0
IFNG,TPO,1.0,False,False,False,1.0
PDGFA,SHC2,1.0,False,True,False,1.0
CLK1,PNMA1,1.0,False,False,False,1.0
IL23R,TNF,1.0,False,True,True,1.0
PPARG,ACSL6,1.0,False,True,False,1.0
HTT,CHUK,1.0,True,True,True,1.0
RXRG,SCD,1.0,False,True,False,1.0
MAP2K2,PIK3CD,1.0,False,True,False,1.0
TRIP12,ANAPC1,1.0,False,True,False,1.0
IL4,MMP3,-1.0,False,True,False,1.0
SOCS3,HRAS,1.0,False,True,True,1.0
JUN,KRT17,1.0,False,True,False,1.0
JAK2,CXCL1,1.0,False,True,False,1.0
TNNI3K,CSDC2,1.0,False,False,False,1.0
NFKBIA,MMP2,1.0,False,True,True,1.0
PTPN11,GNAI3,1.0,False,True,False,1.0
IL1A,NCKAP1L,1.0,False,True,False,1.0
ACTB,GTF2A1,1.0,False,True,True,1.0
DOCK1,AKT1,1.0,False,True,True,1.0
PRL,MTOR,1.0,False,True,False,1.0
PPP1R12A,MYH4,1.0,False,False,False,1.0
CREB1,GCLC,1.0,False,True,True,1.0
GNGT1,PLCB1,1.0,False,True,True,1.0
MAPK1,FGF13,-1.0,False,True,False,1.0
FGF13,MAPK1,1.0,False,True,False,1.0
EPS15L1,HGS,1.0,False,True,False,1.0
NUP93,SLBP,1.0,False,False,False,1.0
TAB2,MAP4K4,1.0,False,True,False,1.0
RGS1,CD3E,-1.0,False,True,False,1.0
STK4,MDM4,1.0,False,True,True,1.0
CHAD,ITGB7,1.0,False,True,True,1.0
LAMB3,PRNP,1.0,False,True,False,1.0
IL23A,NOS2,1.0,False,True,True,1.0
AURKB,NOL7,1.0,False,False,False,1.0
NUP188,KPNA1,1.0,False,True,True,1.0
NRG1,PIK3R3,1.0,False,True,False,1.0
PF4,MAP2K3,1.0,False,True,False,1.0
PSMB4,RBX1,1.0,False,True,True,1.0
NUP155,SRRM1,1.0,False,True,True,1.0
GTF2H4,POLR2K,1.0,False,True,True,1.0
TNN,ITGA11,1.0,False,True,False,1.0
HSPA1B,MAPK10,-1.0,False,True,True,1.0
APC,CD40LG,1.0,False,True,False,1.0
POLD2,RPA2,1.0,False,True,True,1.0
CASP4,EIF4G3,1.0,False,True,False,1.0
THBS2,ITGA5,1.0,False,True,True,1.0
MAPKAPK5,IRF3,1.0,False,True,True,1.0
FGFR2,SOS2,1.0,False,True,False,1.0
PPP1R12A,SHROOM4,1.0,False,False,False,1.0
SDC2,FGFR4,1.0,False,True,True,1.0
BMP4,INHBA,1.0,False,True,False,1.0
PFN1,COL1A1,1.0,False,True,True,1.0
FOXM1,ESR1,1.0,False,True,True,1.0
FOXA1,ALB,1.0,False,True,False,1.0
POM121,KPNA1,1.0,False,True,True,1.0
HDAC8,SMAD3,-1.0,False,True,False,1.0
IFNG,TAP1,1.0,False,True,False,1.0
CD40LG,MAPK8,1.0,False,True,False,1.0
NCOA3,NRIP1,1.0,False,True,True,1.0
PPP1CB,CALM1,-1.0,True,True,True,1.0
EIF6,FTL,1.0,False,True,True,1.0
TGFBR2,BCL3,1.0,False,True,True,1.0
ZAP70,MAP4K1,1.0,False,True,False,1.0
CASP3,EIF3A,1.0,False,True,True,1.0
FZD1,GNAO1,1.0,False,True,False,1.0
PSMC5,RBX1,1.0,False,True,True,1.0
GNG3,PIK3R1,1.0,False,True,True,1.0
FOS,IFNB1,1.0,False,True,True,1.0
MAP2K1,CREB1,1.0,False,True,True,1.0
THBS2,SDC2,1.0,False,True,True,1.0
RCC1,RAE1,1.0,False,True,True,1.0
PLCB3,PRKCB,1.0,False,True,False,1.0
CDK1,ANAPC2,1.0,False,True,True,1.0
ANAPC2,CDK1,-1.0,False,True,True,1.0
LEF1,KRT1,1.0,False,True,False,1.0
GNAI3,PLCB3,1.0,False,True,False,1.0
IRF5,TNF,1.0,False,True,False,1.0
CD28,SYK,1.0,False,True,True,1.0
IL6,THPO,1.0,False,True,False,1.0
THPO,IL6,1.0,False,True,False,1.0
TNNI3K,ASAP3,1.0,False,False,False,1.0
LEPR,PRKAG1,1.0,False,True,True,1.0
GNRH2,LEP,1.0,False,False,False,1.0
FXYD2,HMOX2,1.0,False,True,False,1.0
ALPP,PTH,1.0,False,True,False,1.0
IFNG,FASLG,1.0,False,True,False,1.0
COL1A1,CASP7,-1.0,False,True,True,1.0
RET,CDH1,1.0,False,True,True,1.0
PRKCA,RXRA,1.0,False,True,True,1.0
CASP3,BCL2L1,-1.0,False,True,True,1.0
PRKCE,ADCY3,1.0,False,True,False,1.0
SMARCC2,GTF2F1,1.0,False,True,True,1.0
CBLC,LEPR,-1.0,False,True,False,1.0
IGF1,HMOX1,1.0,False,True,False,1.0
PDGFD,INSRR,1.0,False,True,False,1.0
NUP43,KPNB1,1.0,True,True,True,1.0
IFNA5,IFNGR1,1.0,False,True,False,1.0
DYRK4,RUVBL1,1.0,False,False,False,1.0
PSME3,ANAPC5,1.0,False,True,True,1.0
STXBP1,VAMP2,1.0,False,True,True,1.0
TRIP12,CDC23,1.0,False,True,False,1.0
PIP5K1A,VCL,1.0,False,True,False,1.0
FGF7,PIK3R1,1.0,False,True,False,1.0
PSMB1,SKP1,1.0,True,True,True,1.0
CCL27,CXCR6,1.0,False,True,False,1.0
TP53,GTF2A1,1.0,False,True,True,1.0
TPT1,GTPBP1,-1.0,False,False,False,1.0
CHRD,ATF2,-1.0,False,True,False,1.0
DGKZ,PRKD1,1.0,False,True,False,1.0
PTK2B,VHL,1.0,False,True,True,1.0
CCNB1,PRKAR2A,1.0,False,True,True,1.0
SOX5,BMP7,1.0,False,True,False,1.0
ITGA2B,CSK,1.0,False,True,True,1.0
LAMA5,RHOA,1.0,False,True,True,1.0
WASL,ACTR3,1.0,True,True,True,1.0
RAC3,MAP2K7,1.0,False,True,False,1.0
GPR160,RHO,1.0,False,False,False,1.0
PSME2,ANAPC11,1.0,False,True,True,1.0
PSMB10,RBX1,1.0,False,True,False,1.0
EIF1AX,RPS3,1.0,False,True,True,1.0
NUP43,SNRPD3,1.0,False,True,True,1.0
ADRM1,CDC26,1.0,False,True,False,1.0
STK3,NEUROD1,1.0,False,True,False,1.0
CCL26,CCR10,1.0,False,True,False,1.0
HSPB1,TRAF6,1.0,False,True,True,1.0
FGF17,IGF1R,1.0,False,True,False,1.0
POM121,NCBP1,1.0,False,True,True,1.0
RPS6KA5,IRF3,1.0,False,True,False,1.0
HUS1,ATM,1.0,False,True,True,1.0
ATM,HUS1,1.0,False,True,True,1.0
E2F1,PLAU,1.0,False,True,True,1.0
WNT1,TCF3,1.0,False,True,True,1.0
ROCK2,PIP5K1C,1.0,False,True,False,1.0
RAPGEF2,NRAS,1.0,False,True,False,1.0
AAAS,NXF1,1.0,False,True,True,1.0
EPHB2,CDC42,1.0,False,True,False,1.0
PSMC5,BTRC,1.0,False,True,True,1.0
MET,PIK3CG,1.0,False,True,False,1.0
MAPK12,DDIT3,1.0,False,True,True,1.0
GPER1,LMNA,-1.0,False,False,False,1.0
THBS2,ITGAV,1.0,False,True,True,1.0
SYK,TUBB,1.0,True,True,True,1.0
MAPK12,CEBPA,1.0,False,True,True,1.0
CD40,MAPK11,1.0,False,True,False,1.0
GTF2H4,POLR2D,1.0,False,True,True,1.0
IDE,CDC20,1.0,False,True,False,1.0
COL6A3,ITGAV,1.0,False,True,True,1.0
PRKACB,CDKN1A,1.0,False,True,False,1.0
KRIT1,CABIN1,-1.0,False,False,True,1.0
PIK3CB,AKT2,1.0,False,True,False,1.0
PPP2R5D,MAP1B,-1.0,False,True,False,1.0
IL6,LBR,-1.0,False,True,False,1.0
MAP3K4,IKBKB,1.0,False,True,True,1.0
SHC1,CREB1,1.0,False,True,True,1.0
GNG2,SRMS,1.0,False,True,False,1.0
SPCS3,INS,1.0,False,True,False,1.0
GLI1,WNT2B,1.0,False,False,False,1.0
IL6,FGF1,1.0,False,True,True,1.0
PTPN6,MPL,-1.0,False,True,False,1.0
FGF7,SREBF1,1.0,False,True,False,1.0
SREBF1,FGF7,-1.0,False,True,False,1.0
VIPR2,CAMP,1.0,False,True,False,1.0
SCGB1A1,MAPK1,1.0,False,True,False,1.0
APH1A,NOTCH2,1.0,False,True,True,1.0
GRK1,CCR4,1.0,False,True,False,1.0
CXCL12,CCR8,1.0,False,True,False,1.0
GNG2,LYN,1.0,False,True,True,1.0
HCK,SHC3,1.0,False,True,False,1.0
THBS4,ITGB5,1.0,False,True,False,1.0
GNAI3,FRK,-1.0,False,False,False,1.0
BLK,EPHB1,1.0,False,True,False,1.0
EPHB1,BLK,1.0,False,True,False,1.0
DDIT3,FOSB,1.0,False,True,True,1.0
FOSB,DDIT3,1.0,False,True,True,1.0
PLA2G4A,PLA2G6,1.0,False,True,False,1.0
SYK,RDX,1.0,False,True,True,1.0
CBFA2T2,APP,-1.0,True,False,False,1.0
CCL1,CX3CR1,1.0,False,True,False,1.0
COL4A2,ITGA3,1.0,False,True,False,1.0
CDK5,RAN,1.0,False,True,True,1.0
E2F1,BID,1.0,False,True,False,1.0
KLF2,HIF1A,1.0,False,True,False,1.0
CD3G,PAG1,-1.0,False,False,False,1.0
PAG1,CD3G,1.0,False,False,False,1.0
PF4V1,CXCR5,1.0,False,True,False,1.0
CNR1,CACNA1H,1.0,False,True,False,1.0
TXN,IL2RA,1.0,False,True,True,1.0
NR1H3,FAT1,1.0,False,True,False,1.0
PRF1,CTSB,1.0,False,True,False,1.0
FZD10,DVL2,1.0,False,True,False,1.0
S100B,TRAF2,-1.0,False,False,False,1.0
FGFR4,MAPK1,1.0,False,True,True,1.0
MAPK1,FGFR4,-1.0,False,True,True,1.0
TRAF3,MAP4K4,1.0,False,True,False,1.0
EGR1,CXCL8,-1.0,False,True,False,1.0
PDGFA,JAK1,1.0,False,True,False,1.0
PIK3CG,AR,-1.0,False,True,False,1.0
TREX1,ABL1,1.0,False,True,False,1.0
POMP,UBE2E1,1.0,False,True,False,1.0
CHRM5,GNAS,1.0,False,True,False,1.0
ROCK1,SHROOM4,1.0,False,False,False,1.0
INS,VCAM1,1.0,False,True,False,1.0
PSME1,UBE2E1,1.0,False,True,True,1.0
SRPK2,ZCCHC8,1.0,False,False,False,1.0
MATK,MAPK3,1.0,False,True,False,1.0
MAPK11,MAPK3,1.0,False,True,True,1.0
MYL12B,MYO1F,1.0,False,True,False,1.0
CREB3L3,MITF,1.0,False,True,False,1.0
RAC1,PIKFYVE,1.0,True,True,True,1.0
BDNF,TH,1.0,False,True,False,1.0
JAK1,BCL2L1,1.0,False,True,True,1.0
NTRK2,RAP1B,1.0,False,True,False,1.0
IL20RA,JAK2,1.0,False,True,True,1.0
FGF4,MET,1.0,False,True,False,1.0
CDC14A,CDC16,-1.0,False,True,False,1.0
THBS3,SDC2,1.0,False,True,False,1.0
IGF1,MET,1.0,False,True,True,1.0
RELA,TRAF4,1.0,False,True,False,1.0
SHC2,MTOR,1.0,False,True,False,1.0
CXCL11,CCR7,1.0,False,True,False,1.0
CCL4,CXCR6,1.0,False,True,False,1.0
CCL2,CXCR6,1.0,False,True,False,1.0
BLK,EPHA2,-1.0,False,True,False,1.0
CBL,ITGA3,-1.0,False,True,True,1.0
EBI3,STAT2,1.0,False,True,True,1.0
USP7,FOXO4,-1.0,True,True,True,1.0
FGF6,STAT1,1.0,False,True,False,1.0
IFNA1,IFNGR2,1.0,False,True,False,1.0
NCKAP1L,WASF1,-1.0,False,True,False,1.0
ESR2,NQO1,1.0,False,True,False,1.0
EIF5B,RPSA,1.0,False,True,False,1.0
CDKN2A,TFDP1,-1.0,True,True,True,1.0
TFDP1,CDKN2A,-1.0,True,True,True,1.0
PRKCE,HRAS,1.0,False,True,False,1.0
PPARA,FADS2,1.0,False,False,False,1.0
TNF,TNFRSF11B,1.0,False,True,False,1.0
LAMC1,RHOA,1.0,False,True,True,1.0
AKT1,BCL2,-1.0,False,True,True,1.0
PSME4,UBE2E1,1.0,False,True,False,1.0
MYD88,MAP4K4,1.0,False,True,False,1.0
